id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
SRR13622934_rgi_card_k141_13760_8_#_3797_#_4534_#_-1_#_ID=5051_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	112	10	738	0	100.00%	100%
SRR5575362_rgi_card_k141_997_2_#_214_#_951_#_-1_#_ID=478_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	112	10	738	0	100.00%	100%
SRR7280870_rgi_card_k119_10851_1_#_281_#_1018_#_1_#_ID=3421_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.331	112	10	738	0	99.32%	100%
SRR7281034_rgi_card_k119_7287_5_#_4023_#_4760_#_-1_#_ID=3536_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.332	112	10	738	0	99.59%	100%
SRR7281056_rgi_card_k119_7745_1_#_247_#_984_#_1_#_ID=2897_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.332	112	10	738	0	100.00%	100%
SRR8942431_rgi_card_k119_16032_8_#_6757_#_7494_#_1_#_ID=5949_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.332	112	10	738	0	100.00%	100%
SRR9865631_rgi_card_k141_8695_2_#_131_#_868_#_-1_#_ID=2239_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.332	112	10	738	0	99.59%	100%
SRR13622743_rgi_card_k141_6588_2_#_881_#_1615_#_-1_#_ID=3170_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.252	113	1	735	1	100	100%
SRR4408067_rgi_card_k119_385_1_#_1_#_723_#_-1_#_ID=104_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.568	114	1	723	1	100	100%
SRR4408250_rgi_card_k119_31381_1_#_1_#_723_#_-1_#_ID=8770_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.610	115	1	723	1	100	100%
SRR7217801_rgi_card_k141_7344_1_#_1_#_723_#_-1_#_ID=2476_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.613	116	1	723	1	100	100%
SRR8942411_rgi_card_k119_1239_1_#_3_#_713_#_-1_#_ID=472_1;partial=10;start_type=ATG;rbs_motif=AAAA;rbs_spacer=4bp;gc_cont=0.357	117	1	711	1	100	100%
SRR7217848_rgi_card_k141_9391_1_#_3_#_695_#_-1_#_ID=3035_1;partial=10;start_type=ATG;rbs_motif=AAAA;rbs_spacer=4bp;gc_cont=0.368	118	1	693	1	100	100%
SRR7217846_rgi_card_k141_3209_5_#_5762_#_6451_#_1_#_ID=1115_5;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.555	119	1	690	1	100	100%
SRR4408250_rgi_card_k119_31381_2_#_747_#_1430_#_-1_#_ID=8770_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.591	120	1	684	1	100	100%
SRR4305367_rgi_card_k119_15057_1_#_424_#_1095_#_1_#_ID=3224_1;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.405	121	1	672	1	100	100%
SRR4305187_rgi_card_k119_368_7_#_6730_#_7389_#_-1_#_ID=156_7;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.444	122	2	660	1	100	100%
SRR7280976_rgi_card_k119_560_2_#_339_#_998_#_1_#_ID=286_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.447	122	2	660	0	100.00%	100%
SRR7217851_rgi_card_k141_4007_2_#_1578_#_2231_#_1_#_ID=1840_2;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.437	123	1	654	1	100	100%
SRR5575362_rgi_card_k141_997_6_#_4359_#_5006_#_1_#_ID=478_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.247	124	2	648	1	100	100%
SRR8942431_rgi_card_k119_16032_4_#_2702_#_3349_#_-1_#_ID=5949_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.247	124	2	648	0	100.00%	100%
SRR5575426_rgi_card_k141_2211_1_#_344_#_985_#_1_#_ID=1185_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.252	125	1	642	1	100	100%
SRR5575411_rgi_card_k141_3208_2_#_1694_#_2317_#_1_#_ID=1227_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.402	126	4	624	1	100	100%
SRR7280976_rgi_card_k119_1827_4_#_1415_#_2038_#_-1_#_ID=944_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.402	126	4	624	0	100.00%	100%
SRR8942422_rgi_card_k119_777_1_#_222_#_845_#_-1_#_ID=350_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.402	126	4	624	0	100.00%	100%
SRR4408269_rgi_card_k119_20906_5_#_3739_#_4338_#_1_#_ID=5765_5;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.410	126	4	600	0	100.00%	96%
SRR4305054_rgi_card_k119_14215_1_#_131_#_745_#_1_#_ID=4388_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.400	127	1	615	1	100	100%
SRR4305364_rgi_card_k119_14131_1_#_143_#_757_#_1_#_ID=4192_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.402	128	5	615	1	100	100%
SRR4305425_rgi_card_k119_13740_2_#_984_#_1598_#_-1_#_ID=3446_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397	128	5	615	0	99.67%	100%
SRR7217512_rgi_card_k141_7647_2_#_2300_#_2914_#_-1_#_ID=3543_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397	128	5	615	0	99.67%	100%
SRR7217685_rgi_card_k141_19852_1_#_128_#_742_#_1_#_ID=6738_1;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=3bp;gc_cont=0.398	128	5	615	0	99.35%	100%
SRR7217848_rgi_card_k141_3124_1_#_353_#_967_#_1_#_ID=1002_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397	128	5	615	0	99.02%	100%
SRR7280802_rgi_card_k119_8096_6_#_9211_#_9825_#_-1_#_ID=3152_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.395	129	1	615	1	100	100%
SRR4305187_rgi_card_k119_368_1_#_233_#_832_#_-1_#_ID=156_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.385	130	4	600	1	100	100%
SRR4408073_rgi_card_k119_2539_6_#_3276_#_3875_#_-1_#_ID=947_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.385	130	4	600	0	100.00%	100%
SRR7281064_rgi_card_k119_3342_3_#_1010_#_1609_#_1_#_ID=1690_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.387	130	4	600	0	100.00%	100%
SRR4408072_rgi_card_k119_7735_26_#_21084_#_21632_#_1_#_ID=1572_26;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.366	130	4	549	0	100.00%	91%
SRR4408109_rgi_card_k119_17776_2_#_732_#_1331_#_1_#_ID=4959_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.387	131	1	600	1	100	100%
SRR7217848_rgi_card_k141_12577_2_#_726_#_1295_#_-1_#_ID=4025_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.414	132	1	570	1	100	100%
SRR7280825_rgi_card_k119_3483_4_#_1292_#_1861_#_-1_#_ID=1194_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.344	133	1	570	1	100	100%
SRR7217728_rgi_card_k141_23758_1_#_3_#_569_#_1_#_ID=8441_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.587	134	1	567	1	100	100%
SRR7280833_rgi_card_k119_6216_1_#_3_#_560_#_1_#_ID=2138_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.292	135	1	558	1	100	100%
SRR4408122_rgi_card_k119_3229_1_#_2_#_553_#_-1_#_ID=1506_1;partial=10;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.656	136	1	552	1	100	100%
SRR4305327_rgi_card_k119_2020_5_#_3533_#_4081_#_1_#_ID=417_5;partial=01;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.616	137	2	549	1	100	100%
SRR4408122_rgi_card_k119_2580_5_#_3413_#_3943_#_1_#_ID=1208_5;partial=01;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.614	137	2	531	0	99.25%	96%
SRR7217585_rgi_card_k141_7322_9_#_5851_#_6393_#_-1_#_ID=2627_9;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.565	138	2	543	1	100	100%
SRR7716242_rgi_card_k141_947_21_#_15593_#_16135_#_-1_#_ID=353_21;partial=00;start_type=TTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.565	138	2	543	0	100.00%	100%
SRR7280845_rgi_card_k119_6714_6_#_3335_#_3877_#_-1_#_ID=2919_6;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.379	139	1	543	1	100	100%
SRR7217648_rgi_card_k141_2914_5_#_2625_#_3164_#_-1_#_ID=983_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.574	140	1	540	1	100	100%
SRR8942422_rgi_card_k119_828_2_#_665_#_1174_#_-1_#_ID=368_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.514	141	1	510	1	100	100%
SRR4408207_rgi_card_k119_3535_6_#_3529_#_4032_#_-1_#_ID=968_6;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.397	142	1	504	1	100	100%
SRR7217512_rgi_card_k141_2999_1_#_1_#_498_#_1_#_ID=1382_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.576	143	1	498	1	100	100%
SRR13622733_rgi_card_k141_14650_1_#_194_#_688_#_-1_#_ID=5818_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.325	144	1	495	1	100	100%
SRR7281045_rgi_card_k119_12805_1_#_1_#_495_#_-1_#_ID=4781_1;partial=10;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.640	145	1	495	1	100	100%
SRR7217585_rgi_card_k141_7322_8_#_5372_#_5854_#_-1_#_ID=2627_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.460	146	2	483	1	100	100%
SRR7716242_rgi_card_k141_947_20_#_15114_#_15596_#_-1_#_ID=353_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.460	146	2	483	0	100.00%	100%
SRR7217593_rgi_card_k141_15509_2_#_899_#_1381_#_-1_#_ID=6192_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.578	147	1	483	1	100	100%
SRR4305288_rgi_card_k119_3907_1_#_3_#_479_#_1_#_ID=953_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.403	148	1	477	1	100	100%
SRR7217585_rgi_card_k141_7322_1_#_3_#_479_#_-1_#_ID=2627_1;partial=10;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.589	149	1	477	1	100	100%
SRR7217585_rgi_card_k141_7322_10_#_6454_#_6930_#_-1_#_ID=2627_10;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.621	150	1	477	1	100	100%
SRR13622718_rgi_card_k141_17777_2_#_1486_#_1959_#_1_#_ID=6794_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.399	151	2	474	1	100	100%
SRR4408123_rgi_card_k119_8314_5_#_2678_#_3151_#_1_#_ID=2071_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.399	151	2	474	0	100.00%	100%
SRR4305351_rgi_card_k119_1516_1_#_1_#_474_#_1_#_ID=643_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.342	152	3	474	1	100	100%
SRR4408157_rgi_card_k119_19286_1_#_1_#_474_#_1_#_ID=3001_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.342	152	3	474	0	100.00%	100%
SRR4305222_rgi_card_k119_15225_1_#_3_#_458_#_1_#_ID=3692_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.336	152	3	456	0	100.00%	96%
SRR4305488_rgi_card_k119_577_12_#_8707_#_9180_#_-1_#_ID=82_12;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.348	153	2	474	1	100	100%
SRR7716241_rgi_card_k141_4755_3_#_1043_#_1516_#_1_#_ID=2042_3;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.352	153	2	474	0	100.00%	100%
SRR4305288_rgi_card_k119_3907_2_#_476_#_934_#_1_#_ID=953_2;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.381	154	1	459	1	100	100%
SRR4305463_rgi_card_k119_6837_1_#_1_#_441_#_1_#_ID=2411_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.630	155	1	441	1	100	100%
SRR8942411_rgi_card_k119_13685_6_#_3990_#_4421_#_-1_#_ID=5079_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.366	156	1	432	1	100	100%
SRR4408109_rgi_card_k119_17776_3_#_1462_#_1887_#_1_#_ID=4959_3;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.589	157	1	426	1	100	100%
SRR4305074_rgi_card_k119_6462_2_#_964_#_1383_#_-1_#_ID=1183_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.569	158	4	420	1	100	100%
SRR4408073_rgi_card_k119_239_5_#_3943_#_4362_#_1_#_ID=80_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.569	158	4	420	0	100.00%	100%
SRR4408164_rgi_card_k119_13938_2_#_1231_#_1650_#_1_#_ID=5017_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.569	158	4	420	0	100.00%	100%
SRR7281064_rgi_card_k119_4720_2_#_962_#_1381_#_-1_#_ID=2403_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.569	158	4	420	0	100.00%	100%
SRR7217652_rgi_card_k141_4037_1_#_3_#_422_#_1_#_ID=1504_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.390	159	1	420	1	100	100%
SRR13622584_rgi_card_k141_7664_3_#_1858_#_2271_#_1_#_ID=2251_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	160	34	414	1	100	100%
SRR13622636_rgi_card_k141_3379_11_#_10912_#_11325_#_1_#_ID=1223_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	414	0	99.76%	100%
SRR13622664_rgi_card_k141_6809_2_#_642_#_1055_#_-1_#_ID=2472_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR13622719_rgi_card_k141_44_4_#_3067_#_3480_#_-1_#_ID=14_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR13622740_rgi_card_k141_41668_3_#_1834_#_2247_#_1_#_ID=12595_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	160	34	414	0	100.00%	100%
SRR4305054_rgi_card_k119_12187_2_#_1004_#_1417_#_1_#_ID=3760_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	160	34	414	0	99.52%	100%
SRR4305058_rgi_card_k119_4635_2_#_1044_#_1457_#_1_#_ID=663_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.52%	100%
SRR4305097_rgi_card_k119_3265_3_#_3318_#_3731_#_1_#_ID=1154_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	414	0	99.76%	100%
SRR4305222_rgi_card_k119_25039_6_#_4017_#_4430_#_1_#_ID=6027_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	160	34	414	0	100.00%	100%
SRR4305275_rgi_card_k119_4591_3_#_2852_#_3265_#_1_#_ID=1205_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	414	0	99.76%	100%
SRR4305286_rgi_card_k119_132_1_#_55_#_468_#_-1_#_ID=36_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR4305334_rgi_card_k119_404_5_#_3823_#_4236_#_1_#_ID=190_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	160	34	414	0	100.00%	100%
SRR4305478_rgi_card_k119_31827_9_#_9130_#_9543_#_1_#_ID=6214_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	414	0	99.76%	100%
SRR4305512_rgi_card_k119_6757_1_#_63_#_476_#_-1_#_ID=1601_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR4408026_rgi_card_k119_11310_5_#_4000_#_4413_#_1_#_ID=3660_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.464	160	34	414	0	99.76%	100%
SRR4408046_rgi_card_k119_18452_2_#_1577_#_1990_#_1_#_ID=4940_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	414	0	99.76%	100%
SRR4408242_rgi_card_k119_2474_2_#_526_#_939_#_-1_#_ID=656_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR7217507_rgi_card_k141_4902_6_#_4052_#_4465_#_-1_#_ID=2177_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR7217801_rgi_card_k141_15918_5_#_3900_#_4313_#_1_#_ID=5352_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	414	0	99.76%	100%
SRR7217830_rgi_card_k141_18327_3_#_3657_#_4070_#_1_#_ID=6321_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.52%	100%
SRR7217912_rgi_card_k141_6172_2_#_567_#_980_#_-1_#_ID=1607_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.28%	100%
SRR7280980_rgi_card_k119_552_19_#_18745_#_19158_#_1_#_ID=144_19;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	414	0	99.76%	100%
SRR7281010_rgi_card_k119_10873_1_#_2_#_451_#_1_#_ID=2340_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.458	160	34	414	0	99.76%	100%
SRR8942414_rgi_card_k119_7528_6_#_4616_#_5029_#_-1_#_ID=2433_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR8942415_rgi_card_k119_5201_6_#_5267_#_5680_#_-1_#_ID=1501_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.471	160	34	414	0	99.76%	100%
SRR8942429_rgi_card_k119_20835_2_#_967_#_1380_#_1_#_ID=7468_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	160	34	414	0	100.00%	100%
SRR9865715_rgi_card_k141_1533_3_#_2922_#_3335_#_1_#_ID=482_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.466	160	34	414	0	100.00%	100%
SRR7217569_rgi_card_k141_5869_1_#_3_#_410_#_1_#_ID=1503_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.468	160	34	408	0	99.75%	98%
SRR7217648_rgi_card_k141_9557_2_#_655_#_1056_#_-1_#_ID=3221_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.470	160	34	402	0	100.00%	97%
SRR4305204_rgi_card_k119_7473_1_#_3_#_392_#_1_#_ID=2335_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.474	160	34	390	0	99.74%	94%
SRR7217669_rgi_card_k141_2766_1_#_3_#_392_#_1_#_ID=1486_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.477	160	34	390	0	99.49%	94%
SRR4305175_rgi_card_k119_2436_3_#_2050_#_2433_#_1_#_ID=753_3;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469	160	34	384	0	100.00%	92%
SRR7217688_rgi_card_k141_20584_1_#_1_#_381_#_1_#_ID=5337_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.478	160	34	381	0	99.21%	92%
SRR7217741_rgi_card_k141_2016_1_#_2_#_382_#_-1_#_ID=1113_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.475	160	34	381	0	99.48%	92%
SRR4408254_rgi_card_k119_11048_1_#_1_#_399_#_1_#_ID=2270_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.414	161	1	399	1	100	100%
SRR4408011_rgi_card_k119_35557_4_#_3656_#_4048_#_-1_#_ID=8902_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.331	162	1	393	1	100	100%
SRR7217810_rgi_card_k141_7165_1_#_1_#_393_#_1_#_ID=2131_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.575	163	1	393	1	100	100%
SRR7217849_rgi_card_k141_693_2_#_1924_#_2313_#_-1_#_ID=316_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.377	164	1	390	1	100	100%
SRR4408075_rgi_card_k119_1144_1_#_1_#_387_#_1_#_ID=628_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	165	1	387	1	100	100%
SRR8942345_rgi_card_k119_65315_8_#_3815_#_4195_#_-1_#_ID=17662_8;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.402	166	1	381	1	100	100%
SRR7217630_rgi_card_k141_2014_2_#_2158_#_2526_#_-1_#_ID=462_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.566	167	2	369	1	100	100%
SRR9865813_rgi_card_k141_6693_2_#_2158_#_2526_#_-1_#_ID=1583_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.566	167	2	369	0	100.00%	100%
SRR4305364_rgi_card_k119_14052_2_#_1422_#_1781_#_1_#_ID=4167_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.475	168	1	360	1	100	100%
SRR7217738_rgi_card_k141_6839_3_#_1966_#_2319_#_-1_#_ID=1714_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.305	169	1	354	1	100	100%
SRR13622718_rgi_card_k141_17777_4_#_3007_#_3354_#_1_#_ID=6794_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.500	170	11	348	1	100	100%
SRR4305360_rgi_card_k119_10641_75_#_70341_#_70688_#_-1_#_ID=2429_75;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.497	170	11	348	0	100.00%	100%
SRR4305488_rgi_card_k119_577_10_#_7235_#_7582_#_-1_#_ID=82_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.497	170	11	348	0	100.00%	100%
SRR4408072_rgi_card_k119_7735_27_#_21862_#_22209_#_1_#_ID=1572_27;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.500	170	11	348	0	100.00%	100%
SRR4408073_rgi_card_k119_2539_5_#_2699_#_3046_#_-1_#_ID=947_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.497	170	11	348	0	100.00%	100%
SRR4408123_rgi_card_k119_8314_7_#_4199_#_4546_#_1_#_ID=2071_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.500	170	11	348	0	100.00%	100%
SRR5575420_rgi_card_k141_359_62_#_51495_#_51842_#_1_#_ID=156_62;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.500	170	11	348	0	100.00%	100%
SRR7217728_rgi_card_k141_23758_2_#_775_#_1122_#_1_#_ID=8441_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.500	170	11	348	0	100.00%	100%
